Reg Amostra;Reg Planta;Fam�lia;G�nero;Esp�cie
102344;101037;Erythroxylaceae;Erythroxylum;
104495;101908;Myrtaceae;;
105039;102125;Commelinaceae;Dichorisandra;thyrsiflora
103613;101517;Lauraceae;Phyllostemonodaphne;geminiflora
104521;101917;Melastomataceae;;
101606;100746;Flacourtiaceae;Casearia;sylvestris
105270;102224;Cecropiaceae;;
105253;102215;Boraginaceae;Cordia;trichoclada
102368;101045;Cecropiaceae;Cecropia;
102039;100913;Sapindaceae;Cupania;oblongifolia
102051;100917;Asteraceae;Baccharis;schultzii
102588;101123;Lamiaceae;;
102269;101011;Lacistemaceae;Lacistema;pubescens
101856;100836;Lauraceae;Cryptocarya;micrantha
101965;100888;Arecaceae;Geonoma;
101998;100900;Nyctaginaceae;Guapira;opposita
103634;101523;Sapotaceae;;
102695;101162;Nyctaginaceae;Guapira;
100837;100435;Euphorbiaceae;Acalypha;amblyodonta
103807;101588;Rubiaceae;Ixora;gardneriana
100962;100453;Piperaceae;Piper;cernuum
102602;101128;Myrtaceae;Gomidesia;palustris
102338;101035;Bromeliaceae;Aechmea;saxicola
104196;101761;Leguminosae Mimosoideae;Mimosa;artemisiana
101916;100866;Sapindaceae;Cupania;furfuracea
103583;101501;Fabaceae;Dalbergia;
105332;102218;Passifloraceae;Passiflora;edulis
105085;102145;Leguminosae Papilionoideae;Swartzia;myrtifolia
103745;101563;Rutaceae;Zanthoxylum;rhoifolium
103689;101543;Rubiaceae;Sabicea;cinerea
105161;102176;Cyperaceae;;
104204;101765;Rubiaceae;Psychotria;suterella
103729;101557;Myrtaceae;Myrcia;rostrata
105189;102191;Moraceae;Ficus;gomelleira
105130;102163;Costaceae;Costus;igneus
103835;101601;Myrtaceae;Myrcia;tomentosa
104980;102097;Rubiaceae;Psychotria;cephalantha
101135;100557;Rubiaceae;;
104976;102096;Oleaceae;;
103591;101505;Euphorbiaceae;Alchornea;triplinervia
101259;100609;Asteraceae;Baccharis;dracunculifolia
105151;102173;Rutaceae;Zanthoxylum;rhoifolium
104273;101799;Fabaceae;Collaea;speciosa
105318;102243;Fabaceae;Mucuna;urens
105299;102236;Euphorbiaceae;;
103812;101590;Myrtaceae;Myrcia;pyramidata
105182;102186;Convolvulaceae;;
103577;101499;Capparaceae;Capparis;
105122;102161;Solanaceae;Cyphomandra;divaricata
105147;102172;Bignoniaceae;;
102439;101070;Annonaceae;Guatteria;
104326;101822;Myrtaceae;Pimenta;pseudocaryophyllus
102950;101263;Fabaceae;;
102990;101277;Solanaceae;Solanum;granuloso-leprosum
103138;101333;Flacourtiaceae;Casearia;arborea
102956;101265;Polygonaceae;Coccoloba;
102496;101089;Buddlejaceae;Buddleja;brasiliensis
102939;101259;Flacourtiaceae;Casearia;decandra
102816;101209;Sapotaceae;;
105104;102153;Myrtaceae;;
102993;101278;Myrsinaceae;Ardisia;
102164;100967;Rubiaceae;Randia;annae
101777;100808;Loganiaceae;Strychnos;
102934;101256;Asteraceae;Vernonia;stellata
102947;101262;Siparunaceae;Siparuna;chlorantha
105095;102150;Rubiaceae;Psychotria;pubigera
102347;101038;Clusiaceae;Tovomitopsis;paniculata
101575;100735;Dryopteridaceae;Lastreopsis;effusa
101485;100695;Myrtaceae;Eugenia;beaurepairiana 
102954;101264;Leguminosae Mimosoideae;Inga;marginata
103027;101290;Poaceae;;
104159;101740;Verbenaceae;;
102938;101259;Flacourtiaceae;Casearia;decandra
102048;100916;Meliaceae;Guarea;macrophylla subsp. tuberculata
102166;100968;Euphorbiaceae;;
102220;100989;Annonaceae;Rollinia;
102499;101090;Asteraceae;Vernonia;polyanthes
102457;101076;Asteraceae;Eremanthus;erythropappus
104142;101671;Solanaceae;Solanum;pseudocapsicum
102398;101056;Leguminosae Papilionoideae;Swartzia;crocea
105093;102148;Myrtaceae;Eugenia;dichroma
105188;102190;Bromeliaceae;Aechmea;lamarchei
101119;100551;Monimiaceae;Mollinedia;
104226;101773;Myrtaceae;Myrcia;rostrata
102551;101111;Rubiaceae;Psychotria;vellosiana
102320;101028;Meliaceae;Guarea;macrophylla subsp. tuberculata
102262;101008;Sapindaceae;Paullinia;
102985;101275;Rubiaceae;Psychotria;nuda
103867;101616;Sapotaceae;;
102311;101025;Clusiaceae;Tovomitopsis;paniculata
102355;101041;Lauraceae;Ocotea;indecora
102500;101090;Asteraceae;Vernonia;polyanthes
102465;101079;Asteraceae;;
102185;100976;Symplocaceae;Symplocos;celastrinea 
102350;101039;Clusiaceae;Tovomitopsis;paniculata
103822;101596;Fabaceae;Senna;tropica
102151;100960;Meliaceae;Guarea;kunthiana
102766;101192;Lauraceae;Ocotea;
104008;101671;Solanaceae;Solanum;pseudocapsicum
104030;101681;Ranunculaceae;;
103379;101424;Rutaceae;Zanthoxylum;rhoifolium
104028;101680;Poaceae;;
103851;101609;Fabaceae;Swartzia;
103849;101608;Melastomataceae;;
102389;101052;Flacourtiaceae;Casearia;commersoniana
104315;101818;Asteraceae;;
102148;100959;Rosaceae;;
102156;100963;Tiliaceae;Triumfetta;Iongicoma
103009;101283;Chloranthaceae;Hedyosmum;brasiliense
101030;100475;Verbenaceae;Vitex;
101771;100806;Myrtaceae;Eugenia;eurysepala
103723;101555;Asteraceae;;
102432;101068;Burseraceae;Protium;
103751;101566;Vochysiaceae;Vochysia;dasyantha
102469;101080;Melastomataceae;;
102478;101083;Melastomataceae;Leandra;
105098;102151;Myrtaceae;Eugenia;subavenia
105020;102115;Sapotaceae;;
102472;101081;Melastomataceae;;
105276;102226;Iridaceae;;
102314;101026;Sapindaceae;;
104189;101758;Rubiaceae;Rudgea;jasminoides
102492;101088;Celastraceae;;
103045;101296;Fabaceae;Mimosa;
105238;102209;Solanaceae;Solanum;concinnum
104832;102033;Heliconiaceae;Heliconia;spathocircinata 
105280;102229;Blechnaceae;;
104215;101768;Monimiaceae;Mollinedia;
104188;101758;Rubiaceae;Rudgea;jasminoides
104266;101796;Verbenaceae;Aegiphila;obducta
103018;101286;Asteraceae;;
105288;102233;Fabaceae;Albizia;polycephala 
104812;102026;Araceae;Anthurium;pentaphyllum
105262;102221;Asteraceae;Baccharis;breviseta
105300;102237;Fabaceae;Crotalaria;
104328;101823;Fabaceae;Mimosa;
105281;102230;Poaceae;;
105325;102246;Fabaceae;Peltophorum;dubium
104287;101807;Asteraceae;Dasyphyllum;spinescens
105306;102239;Leguminosae Mimosoideae;Inga;marginata
105258;102219;Poaceae;;
105354;102256;Euphorbiaceae;;
102493;101088;Celastraceae;;
105266;102223;Scrophulariaceae;;
103582;101501;Fabaceae;Dalbergia;
105279;102228;Asteraceae;Jaegeria;hirta
103590;101505;Euphorbiaceae;Alchornea;triplinervia
105275;102225;Asteraceae;Tilesia;baccata
105256;102217;Asteraceae;Conyza;sumatrensis
104819;102029;Euphorbiaceae;Alchornea;
105328;102247;Poaceae;;
105241;102211;Fabaceae;Crotalaria;
103565;101495;Celastraceae;Maytenus;obtusifolia
104024;101678;Rubiaceae;Coussarea;contracta var. contracta
104734;101995;Lecythidaceae;;
104771;102009;Leguminosae Papilionoideae;Lonchocarpus;cultratus
103698;101546;Anacardiaceae;;
105265;102222;Melastomataceae;;
105248;102214;Flacourtiaceae;Casearia;arborea
105311;102242;Meliaceae;Trichilia;pallens
104748;102000;Malpighiaceae;Tetrapterys;
105418;102283;Euphorbiaceae;Mabea;
102288;101018;Siparunaceae;Siparuna;chlorantha
103717;101552;Fabaceae;Dioclea;violacea
102352;101040;Marantaceae;Calathea;colorata
102233;100994;Myrsinaceae;Myrsine;venosa
105190;102191;Moraceae;Ficus;gomelleira
102462;101078;Myrsinaceae;Myrsine;coriacea
104307;101814;Verbenaceae;Aegiphila;
102451;101074;Myrtaceae;Myrcia;anceps
104254;101790;Ericaceae;;
104455;101892;Myrtaceae;Eugenia;beaurepairiana
102324;101029;Rubiaceae;Bathysa;stipulata
102150;100960;Meliaceae;Guarea;kunthiana
104271;101798;Myrtaceae;Myrcia;collina
104720;101989;Sapindaceae;Paullinia;
104227;101773;Myrtaceae;Myrcia;rostrata
104768;102008;Moraceae;Maclura;tinctoria
104199;101763;Asteraceae;Baccharis;semiserrata var.  elaegnoides 
104201;101764;Melastomataceae;;
100926;100507;Rubiaceae;Psychotria;pleiocephala
104283;101805;Asteraceae;Vernonia;discolor
103713;101551;Clusiaceae;Clusia;organensis
105558;102340;Leguminosae Mimosoideae;Cassia;ferruginea
105444;102292;Simaroubaceae;Picramnia;glazioviana
101112;100549;Leguminosae Papilionoideae;Dalbergia;nigra
104731;101994;Moraceae;Brosimum;guianense
103720;101554;Malpighiaceae;Heteropterys;sericea
104882;102052;Rubiaceae;Guettarda;viburnoides
102329;101031;Gesneriaceae;Paliavana;prasinata
103533;101481;Boraginaceae;Cordia;
104756;102003;Moraceae;Sorocea;
103576;101499;Capparaceae;Capparis;
105368;102262;Acanthaceae;Mendoncia;velloziana
103560;101493;Fabaceae;Dahlstedtia;pinnata
101085;100538;Malpighiaceae;Tetrapterys;phlomoides
104774;102011;Leguminosae Papilionoideae;Swartzia;macrostachya
104179;101752;Malpighiaceae;Byrsonima;
103252;101377;Rubiaceae;Coussarea;viridis
105244;102213;Moraceae;Ficus;luschnathiana
105223;102204;Verbenaceae;Lantana;
101060;100527;Asteraceae;Vernonia;magdalenae
105363;102260;Malpighiaceae;Byrsonima;
105385;102270;Arecaceae;Geonoma;
102033;100911;Solanaceae;Aureliana;fasciculata
104817;102028;Solanaceae;;
103714;101551;Clusiaceae;Clusia;organensis
103883;101622;Simaroubaceae;;
103793;101584;Lauraceae;Urbanodendron;verrucosum
104249;101786;Celastraceae;Maytenus;samydiformis
103666;101537;Cactaceae;Pereskia;grandiflora
101951;100883;Asteraceae;Vernonia;macrophylla
103570;101497;Verbenaceae;Citharexylum;myrianthum
104741;101998;Apocynaceae;Forsteronia;
103928;101637;Sapotaceae;Chrysophyllum;
104317;101819;Celastraceae;Maytenus;robusta
105187;102189;Areacaceae;;
102838;101219;Euphorbiaceae;;
104424;101873;Lauraceae;Ocotea;pulchella
104208;101766;Myrtaceae;Eugenia;lanceolata
103885;101623;Theophrastaceae;;
103117;101322;Fabaceae;Hymenaea;courbaril var. altissima
104732;101994;Moraceae;Brosimum;guianense
105162;102176;Cyperaceae;;
103852;101609;Fabaceae;Swartzia;
103954;101648;Myrtaceae;;
101979;100893;Begoniaceae;Begonia;hookeriana
103566;101495;Celastraceae;Maytenus;obtusifolia
103539;101483;Sapotaceae;Ecclinusa;ramiflora
103759;101569;Vochysiaceae;;
102724;101171;Melastomataceae;;
118486;104546;Sterculiaceae;Guazuma;ulmifolia
118487;104546;Sterculiaceae;Guazuma;ulmifolia
118488;104546;Sterculiaceae;Guazuma;ulmifolia
118489;104546;Sterculiaceae;Guazuma;ulmifolia
118490;104547;Boraginaceae;Cordia;exaltata
118491;104547;Boraginaceae;Cordia;exaltata
118492;104547;Boraginaceae;Cordia;exaltata
118493;104547;Boraginaceae;Cordia;exaltata
118494;104547;Boraginaceae;Cordia;exaltata
118495;104548;Burseraceae;Protium;arachouchini
118496;104548;Burseraceae;Protium;arachouchini
118497;104548;Burseraceae;Protium;arachouchini
118498;104548;Burseraceae;Protium;arachouchini
118499;104548;Burseraceae;Protium;arachouchini
118500;104549;Sapotaceae;Labatia;macrocarpa
118501;104549;Sapotaceae;Labatia;macrocarpa
118502;104549;Sapotaceae;Labatia;macrocarpa
118503;104549;Sapotaceae;Labatia;macrocarpa
118504;104549;Sapotaceae;Labatia;macrocarpa
118505;104550;Burseraceae;Protium;tenuifolium
118506;104550;Burseraceae;Protium;tenuifolium
118507;104550;Burseraceae;Protium;tenuifolium
118508;104550;Burseraceae;Protium;tenuifolium
118509;104550;Burseraceae;Protium;tenuifolium
118510;104551;Lauraceae;Aniba;parviflora
118511;104551;Lauraceae;Aniba;parviflora
118512;104551;Lauraceae;Aniba;parviflora
118513;104551;Lauraceae;Aniba;parviflora
118514;104551;Lauraceae;Aniba;parviflora
118515;104552;Combretaceae;Terminalia;dichotoma
116375;104224;Lauraceae;Aniba;firmula
115766;104153;Euphorbiaceae;;
114675;104090;Erythroxylaceae;Erythroxylum;
115982;104181;Rubiaceae;Bathysa;mendonçaei
115759;104151;Myrtaceae;;
114897;104105;Rubiaceae;Coussarea;nodosa var. nodosa
116352;104214;Flacourtiaceae;Casearia;
114971;104147;Moraceae;Coussapoa;microcarpa
115974;104178;Elaeocarpaceae;Sloanea;guianensis
116454;104255;Myrtaceae;;
114385;104053;Myrtaceae;Myrcia;rostrata
115957;104172;Sapindaceae;Allophylus;guaraniticus
116285;104187;Rosaceae;Rubus;urticaefolius
115983;104181;Rubiaceae;Bathysa;mendonçaei
114639;104077;Leguminosae Mimosoideae;Inga;dulcis
115977;104179;Meliaceae;Trichilia;martiana
115783;104159;Sapotaceae;;
115795;104163;Sapindaceae;;
115973;104178;Elaeocarpaceae;Sloanea;guianensis
117755;104411;Rubiaceae;Chiococca;alba
117733;104403;Rubiaceae;Rustia;formosa
117803;104429;Asteraceae;;
117742;104406;Moraceae;Ficus;
117420;104376;Asteraceae;;
117439;104385;Lamiaceae;;
117791;104423;Asteraceae;;
117833;104442;Ulmaceae;;
117424;104378;Myrtaceae;;
117399;104370;Rubiaceae;Psychotria;suterella
117725;104399;Bignoniaceae;;
117445;104387;Myrtaceae;;
117729;104401;Sapindaceae;Allophylus;
117380;104362;Convolvulaceae;Cuscuta;
117377;104361;Myrtaceae;;
117434;104382;Saxifragaceae;Escallonia;
117449;104388;Euphorbiaceae;;
116293;104190;Bignoniaceae;;
117825;104439;Myrtaceae;;
117428;104380;Fagaceae;Castanea;sativa
116961;104342;Rubiaceae;Posoqueria;acutifolia
117935;104470;Solanaceae;Solanum;concinnum
117732;104402;Vitaceae;Cissus;
117767;104414;Fabaceae;Swartzia;langsdorffii
117817;104436;Erythroxylaceae;Erythroxylum;
117356;104353;Malpighiaceae;Tetrapterys;
117837;104444;Anacardiaceae;Schinus;terebinthifolius
117367;104357;Myrtaceae;;
118221;104504;Cucurbitaceae;;
117359;104353;Malpighiaceae;Tetrapterys;
117462;104392;Annonaceae;Guatteria;pohliana
117409;104373;Araliaceae;;
117363;104355;Hippocrateaceae;;
101599;100742;Bombacaceae;Bombacopsis;glabra
103198;101352;Lauraceae;Ocotea;indecora
103515;101475;Nyctaginaceae;Guapira;
117353;104352;Sapotaceae;;
117360;104354;Lauraceae;Ocotea;indecora
117728;104400;Fabaceae;Chamaecrista;
124069;104905;Olacaceae;Heisteria;barbata
117393;104368;Clusiaceae;Clusia;organensis
117746;104407;Leguminosae Mimosoideae;Piptadenia;paniculata
117770;104415;Bignoniaceae;;
117937;104472;Verbenaceae;;
117716;104396;Cyperaceae;;
103465;101456;Rubiaceae;Psychotria;pallens
117381;104363;Myrsinaceae;;
103178;101345;Fabaceae;Cassia;ferruginea
100564;100293;Acanthaceae;Aphelandra;
116422;104242;Melastomaceae;;
117444;104386;Asteraceae;;
116301;104194;Araceae;Philodendron;crassinervium
117749;104408;Bombacaceae;;
117810;104433;Leguminosae Mimosoideae;Inga;marginata
117806;104431;Asteraceae;;
117466;104394;Campanulaceae;Siphocampylus;longepedunculatus
117366;104356;Poaceae;;
117738;104405;Anacardiaceae;Spondias;purpurea
117370;104358;Myrtaceae;;
117417;104375;Euphorbiaceae;;
116944;104334;Arecaceae;;
116986;104350;Arecaceae;;
115780;104158;Cactaceae;;
115764;104152;Annonaceae;Xylopia;
117405;104372;Araceae;Anthurium;
117407;104372;Araceae;Anthurium;
116931;104330;Clusiaceae;;
117456;104390;Moraceae;Ficus;
116933;104331;Poaceae;;
117396;104369;Sapotaceae;;
116880;104311;Marantaceae;Ctenanthe;pilosa
117719;104397;Poaceae;;
116879;104311;Marantaceae;Ctenanthe;pilosa
116306;104196;Asteraceae;;
117820;104437;Meliaceae;;
117349;104351;Anacardiaceae;Spondias;lutea
117761;104413;Arecaceae;;
116929;104330;Clusiaceae;;
117741;104405;Anacardiaceae;Spondias;purpurea
117745;104406;Moraceae;Ficus;
116687;104275;Celastraceae;;
115772;104155;Myrtaceae;;
118223;104193;Araceae;Philodendron;crassinervium
117392;104367;Commelinaceae;Dichorisandra;thyrsiflora
117953;104480;Sapindaceae;Litchi;chinensis
117441;104386;Asteraceae;;
117373;104359;Annonaceae;Anaxagorea;dolichocarpa
117432;104381;Passifloraceae;Passiflora;pallens
116957;104340;Vitaceae;;
117421;104376;Asteraceae;;
115951;104170;Bromeliaceae;Ananas;ananassoides
114391;104056;Bromeliaceae;Bromelia;antiacantha
114958;104124;Begoniaceae;Begonia;
117776;104417;Marantaceae;;
116882;104312;Marantaceae;Saranthe;eichleri
116436;104247;Passifloraceae;Passiflora;edulis
115785;104159;Sapotaceae;;
118086;104492;Loranthaceae;Struthanthus;concinnus
116967;104344;Bromeliaceae;Tillandsia;gardneri
116359;104218;Sapotaceae;Echinusa;
116910;104324;Ebenaceae;Diospyros;kaki
117442;104386;Asteraceae;;
118066;104486;Flacourtiaceae;Casearia;
116936;104332;Anacardiaceae;Anacardium;occidentale
117753;104409;Commelinaceae;Dichorisandra;hexandra
118069;104487;Monimiaceae;;
118072;104488;Myrtaceae;;
116980;104349;Myrtaceae;;
117406;104372;Araceae;Anthurium;
115220;104139;Moraceae;Ficus;
118122;104508;Myrtaceae;Syzygium;
115763;104152;Annonaceae;Xylopia;
116940;104334;Arecaceae;;
115751;104148;Portulacaceae;;
116913;104325;Ebenaceae;Diospyros;kaki
116866;104306;Solanaceae;Solanum;vaillantii
117376;104360;Cyperaceae;;
116945;104334;Arecaceae;;
116987;104350;Arecaceae;;
117764;104413;Arecaceae;;
117760;104412;Solanaceae;Solanum;paniculatum
117802;104428;Verbenaceae;;
118264;104521;Solanaceae;Solanum;leucodendron
118100;104499;Myrtaceae;Sygyzium;
116883;104312;Marantaceae;Saranthe;eichleri
116985;104350;Arecaceae;;
115789;104160;Malpighiaceae;Byrsonima;
116712;104285;Euphorbiaceae;;
118114;104505;Poaceae;;
114672;104089;Sapindaceae;;
116727;104291;Rubiaceae;Rudgea;
117465;104393;Cactaceae;Rhipsalis;pachyptera
117431;104380;Fagaceae;Castanea;sativa
115793;104162;Polygonaceae;;
117784;104421;Meliaceae;Trichilia;
114950;104121;Araceae;Xanthosoma;sagittifolium
116934;104331;Poaceae;;
116702;104281;Rubiaceae;Faramea;martiana
118231;104510;Cactaceae;;
118080;104490;Araceae;Philodendron;ornatum
118265;104522;Arecaceae;;
118255;104518;Bromeliaceae;;
118006;104482;Fabaceae;;
115224;104140;Lamiaceae;Leonurus;
118247;104515;Marantaceae;;
118769;104578;Dryopteridaceae;Diplazium;ambiguum
118826;104595;Polemoniaceae;;
118256;104519;Malpighiaceae;Heteropterys;nitida
116943;104334;Arecaceae;;
118079;104490;Araceae;Philodendron;ornatum
118111;104503;Solanaceae;Physalis;angulata
118108;104502;Euphorbiaceae;Ricinus;
118644;104567;Marantaceae;;
118117;104505;Poaceae;;
118112;104503;Solanaceae;Physalis;angulata
118242;104514;Zingiberaceae;;
118243;104514;Zingiberaceae;;
118081;104490;Araceae;Philodendron;ornatum
118786;104584;Bromeliaceae;Vriesea;
118091;104495;Poaceae;;
118232;104510;Cactaceae;;
118097;104499;Myrtaceae;Sygyzium;
118804;104589;Araliaceae;;
118238;104513;Polygonaceae;Coccoloba;
118246;104515;Marantaceae;;
118862;104608;Costaceae;;
118982;104617;Heliconiaceae;Heliconia;
118973;104615;Euphorbiaceae;Manihot;
118267;104522;Arecaceae;;
118228;104509;Leguminosae Caesalpinioideae;Bauhinia;
118234;104511;Asteraceae;;
118796;104587;Elaeocarpaceae;Sloanea;guianensis
118082;104490;Araceae;Philodendron;ornatum
117438;104384;Begoniaceae;Begonia;fischeri
118244;104514;Zingiberaceae;;
118126;104498;Asteraceae;;
118853;104604;Liliaceae;;
118772;104580;Apocynaceae;Malouetia;
118834;104598;Dryopteridaceae;Lastreopsis;
118245;104515;Marantaceae;;
118645;104567;Marantaceae;;
118748;104570;Araceae;Philodendron;propinquum
118861;104607;Pteridaceae;Adiantum;abscissum
118631;104562;Asteraceae;;
118849;104603;Simaroubaceae;Picramnia;glazioviana
118094;104497;Polypodiaceae;Microgramma;vacciniifolia
118646;104568;Elaeocarpaceae;Sloanea;garckeana
118971;104614;Dryopteridaceae;Tectaria;incisa
118235;104512;Araliaceae;;
118241;104514;Zingiberaceae;;
118063;104485;Malpighiaceae;Heteropterys;sericia
118078;104490;Araceae;Philodendron;ornatum
118123;104508;Myrtaceae;Syzygium;
118057;104483;Fabaceae;Machaerium;
118819;104592;Iridaceae;;
118007;104482;Fabaceae;;
118764;104577;Urticaceae;;
118816;104591;Fabaceae;Swartzia;langsdorffii
118745;104569;Celastraceae;;
118822;104593;Asteraceae;;
118825;104594;Convolvulaceae;;
118824;104593;Asteraceae;;
118981;104617;Heliconiaceae;Heliconia;
118864;104608;Costaceae;;
118827;104595;Polemoniaceae;;
118259;104520;Fabaceae;Calliandra;
118757;104573;Commelinaceae;Dichorisandra;thyrsiflora
118858;104606;Marantaceae;;
118980;104617;Heliconiaceae;Heliconia;
118847;104601;Equisetaceae;Equisetum;
118836;104598;Dryopteridaceae;Lastreopsis;
118833;104597;Dryopteridaceae;Megalastrum;
118626;104561;Melastomataceae;Miconia;
119033;104636;Verbenaceae;;
119047;104640;Meliaceae;Trichilia;pallens
118863;104608;Costaceae;;
118752;104572;Rubiaceae;Rudgea;macrophylla
118762;104576;Dryopteridaceae;Rumohra;adiantiformis
118830;104597;Dryopteridaceae;Megalastrum;
118846;104601;Equisetaceae;Equisetum;
118760;104575;Araceae;Anthurium;pentaphyllum
119556;104552;Combretaceae;Terminalia;dichotoma
119557;104552;Combretaceae;Terminalia;dichotoma
119558;104552;Combretaceae;Terminalia;dichotoma
119559;104552;Combretaceae;Terminalia;dichotoma
119560;104644;Meliaceae;Guarea cf. ;macrophylla
119561;104644;Meliaceae;Guarea cf. ;macrophylla
119562;104644;Meliaceae;Guarea cf. ;macrophylla
119563;104644;Meliaceae;Guarea cf. ;macrophylla
119564;104644;Meliaceae;Guarea cf. ;macrophylla
119565;104644;Meliaceae;Guarea cf. ;macrophylla
119566;104645;Sapotaceae;Sarcaulus;brasiliensis
119567;104645;Sapotaceae;Sarcaulus;brasiliensis
119568;104645;Sapotaceae;Sarcaulus;brasiliensis
119569;104645;Sapotaceae;Sarcaulus;brasiliensis
119570;104645;Sapotaceae;Sarcaulus;brasiliensis
119571;104646;Burseraceae;Tetragastris;altissima
119572;104646;Burseraceae;Tetragastris;altissima
119573;104646;Burseraceae;Tetragastris;altissima
119574;104646;Burseraceae;Tetragastris;altissima
119575;104646;Burseraceae;Tetragastris;altissima
119576;104647;Leguminosae-mim;Parkia;multijuga
119577;104647;Leguminosae-mim;Parkia;multijuga
119578;104647;Leguminosae-mim;Parkia;multijuga
119579;104647;Leguminosae-mim;Parkia;multijuga
119580;104647;Leguminosae-mim;Parkia;multijuga
119581;104648;Meliaceae;Trichilia;micrantha
119582;104648;Meliaceae;Trichilia;micrantha
119583;104648;Meliaceae;Trichilia;micrantha
119584;104648;Meliaceae;Trichilia;micrantha
119585;104648;Meliaceae;Trichilia;micrantha
119586;104649;Elaeocarpaceae;Sloanea;grandiflora
119587;104649;Elaeocarpaceae;Sloanea;grandiflora
119588;104649;Elaeocarpaceae;Sloanea;grandiflora
119589;104649;Elaeocarpaceae;Sloanea;grandiflora
119590;104650;Chrysobalanaceae;Licania;macrophylla
119591;104650;Chrysobalanaceae;Licania;macrophylla
119592;104650;Chrysobalanaceae;Licania;macrophylla
119593;104650;Chrysobalanaceae;Licania;macrophylla
119594;104650;Chrysobalanaceae;Licania;macrophylla
119595;104651;Clusiaceae;Rheedia;macrophylla
119596;104651;Clusiaceae;Rheedia;macrophylla
119597;104651;Clusiaceae;Rheedia;macrophylla
119598;104651;Clusiaceae;Rheedia;macrophylla
119599;104651;Clusiaceae;Rheedia;macrophylla
119600;104652;Hernandiaceae;Hernandia;guianensis
119601;104652;Hernandiaceae;Hernandia;guianensis
119602;104652;Hernandiaceae;Hernandia;guianensis
119603;104652;Hernandiaceae;Hernandia;guianensis
119604;104652;Hernandiaceae;Hernandia;guianensis
119605;104653;Moraceae;Pseudolmedia;laevigata
119606;104653;Moraceae;Pseudolmedia;laevigata
119607;104653;Moraceae;Pseudolmedia;laevigata
119608;104653;Moraceae;Pseudolmedia;laevigata
119609;104654;Leguminosae-caes;Macrolobium;bifolium
119610;104654;Leguminosae-caes;Macrolobium;bifolium
119611;104654;Leguminosae-caes;Macrolobium;bifolium
119612;104654;Leguminosae-caes;Macrolobium;bifolium
119613;104655;Meliaceae;Guarea;kunthiana
119614;104655;Meliaceae;Guarea;kunthiana
119615;104655;Meliaceae;Guarea;kunthiana
119616;104655;Meliaceae;Guarea;kunthiana
119617;104655;Meliaceae;Guarea;kunthiana
119618;104656;Myristicaceae;Iryanthera;coriacea
119619;104656;Myristicaceae;Iryanthera;coriacea
119620;104656;Myristicaceae;Iryanthera;coriacea
119621;104656;Myristicaceae;Iryanthera;coriacea
119622;104656;Myristicaceae;Iryanthera;coriacea
119623;104657;Leguminosae-caes;Crudia;oblonga
119624;104657;Leguminosae-caes;Crudia;oblonga
119625;104657;Leguminosae-caes;Crudia;oblonga
119626;104657;Leguminosae-caes;Crudia;oblonga
119627;104657;Leguminosae-caes;Crudia;oblonga
119724;104658;Chrysobalanaceae;Licania;heteromorpha
119725;104658;Chrysobalanaceae;Licania;heteromorpha
119726;104658;Chrysobalanaceae;Licania;heteromorpha
119727;104658;Chrysobalanaceae;Licania;heteromorpha
119728;104658;Chrysobalanaceae;Licania;heteromorpha
119729;104659;Annonaceae;Guatteria cf.;poeppigii
119730;104659;Annonaceae;Guatteria cf.;poeppigii
119731;104659;Annonaceae;Guatteria cf.;poeppigii
119732;104660;Annonaceae;Xylopia;nitida
119733;104660;Annonaceae;Xylopia;nitida
119734;104660;Annonaceae;Xylopia;nitida
119735;104660;Annonaceae;Xylopia;nitida
119736;104660;Annonaceae;Xylopia;nitida
119737;104661;Euphorbiaceae;Micrandra;elata
119738;104661;Euphorbiaceae;Micrandra;elata
119739;104661;Euphorbiaceae;Micrandra;elata
119740;104661;Euphorbiaceae;Micrandra;elata
119741;104661;Euphorbiaceae;Micrandra;elata
119742;104662;Leguminosae-caes;Macrolobium;campestre
119743;104662;Leguminosae-caes;Macrolobium;campestre
119744;104662;Leguminosae-caes;Macrolobium;campestre
119745;104662;Leguminosae-caes;Macrolobium;campestre
119746;104662;Leguminosae-caes;Macrolobium;campestre
119747;104663;Erythroxylaceae;Erythroxylum;squamatum
119748;104663;Erythroxylaceae;Erythroxylum;squamatum
119749;104663;Erythroxylaceae;Erythroxylum;squamatum
119750;104663;Erythroxylaceae;Erythroxylum;squamatum
119751;104663;Erythroxylaceae;Erythroxylum;squamatum
119752;104664;Lauraceae;Persea;
119753;104664;Lauraceae;Persea;
119754;104664;Lauraceae;Persea;
119755;104664;Lauraceae;Persea;
119756;104664;Lauraceae;Persea;
119757;104665;Leguminosae-mim;Parkia cf. ;pendula
119758;104665;Leguminosae-mim;Parkia cf. ;pendula
119759;104665;Leguminosae-mim;Parkia cf. ;pendula
119760;104665;Leguminosae-mim;Parkia cf. ;pendula
119761;104665;Leguminosae-mim;Parkia cf. ;pendula
119762;104666;Euphorbiaceae;Podocalyx;loranthoides
119763;104666;Euphorbiaceae;Podocalyx;loranthoides
119764;104666;Euphorbiaceae;Podocalyx;loranthoides
119765;104667;Asteraceae;Mikania;hisurtissima
119766;104667;Asteraceae;Mikania;hisurtissima
119767;104668;Cecropiaceae;Cecropia;sciadophylla
119768;104668;Cecropiaceae;Cecropia;sciadophylla
